1608822423447[ 2048, 2048 ]
Genration, Average Fitness, Best Fitness, Best Individual.
0, -1178928.7786512785, -0.7383533118337112, abs(sig(X1 ))
1, -2.697924140525063, -0.5694611688858713, abs(abs(1.2580593051106979))
2, -0.7120261179606818, -0.5694611688858713, abs(abs(1.2580593051106979))
3, -0.5694611688858718, -0.5694611688858713, abs(abs(abs(abs(1.2580593051106979))))
4, -0.6271686093630552, -0.5694611688858713, abs(abs(1.2580593051106979))
5, -0.5694611688858718, -0.5694611688858713, abs(abs(1.2580593051106979))
6, -0.5694611688858718, -0.5694611688858713, 1.2580593051106979
7, -0.5694611688858718, -0.5694611688858713, 1.2580593051106979
8, -0.5694611688858718, -0.5694611688858713, abs(abs(1.2580593051106979))
9, -0.5694611688858718, -0.5694611688858713, abs(abs(abs(1.2580593051106979)))
10, -0.5694611688858718, -0.5694611688858713, abs(1.2580593051106979)
11, -0.5694611688858718, -0.5694611688858713, abs(abs(abs(1.2580593051106979)))
12, -0.5694611688858718, -0.5694611688858713, abs(abs(1.2580593051106979))
13, -0.5694611688858718, -0.5694611688858713, abs(abs(1.2580593051106979))
14, -0.5694611688858718, -0.5694611688858713, abs(abs(abs(1.2580593051106979)))
15, -0.5694611688858718, -0.5694611688858713, abs(abs(1.2580593051106979))
16, -0.5583688356774877, -0.5001340863334711, abs(abs(abs(abs(1.680317828868568))))
17, -0.5198564874644533, -0.5001340863334711, abs(abs(1.680317828868568))
18, -0.5015206279845191, -0.5001340863334711, abs(1.680317828868568)
19, -0.5424226473877589, -0.5001340863334711, abs(1.680317828868568)
20, -0.535454235500564, -0.5001340863334711, 1.680317828868568
21, -0.5001340863334711, -0.5001340863334711, 1.680317828868568
22, -0.5001340863334711, -0.5001340863334711, abs(abs(abs(abs(abs(abs(1.680317828868568))))))
23, -0.5001340863334711, -0.5001340863334711, abs(abs(abs(abs(1.680317828868568))))
24, -0.5001340863334711, -0.5001340863334711, abs(abs(1.680317828868568))
25, -0.5001340863334711, -0.5001340863334711, abs(abs(abs(abs(abs(abs(1.680317828868568))))))
26, -0.5000853698761988, -0.49769826346985163, abs(1.6700349428334738)
27, -0.49989050404710916, -0.49769826346985163, 1.6700349428334738
28, -0.49857515970075433, -0.49769826346985163, abs(1.6700349428334738)
29, -0.49774697992712363, -0.49769826346985163, abs(abs(abs(abs(abs(abs(1.6700349428334738))))))
30, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
31, -0.4976982634698512, -0.49769826346985163, abs(abs(1.6700349428334738))
32, -0.4976982634698512, -0.49769826346985163, abs(abs(1.6700349428334738))
33, -0.4976982634698512, -0.49769826346985163, abs(abs(abs(1.6700349428334738)))
34, -0.4976982634698512, -0.49769826346985163, abs(abs(abs(1.6700349428334738)))
35, -0.4976982634698512, -0.49769826346985163, abs(abs(1.6700349428334738))
36, -0.4976982634698512, -0.49769826346985163, abs(abs(abs(1.6700349428334738)))
37, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
38, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
39, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
40, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
41, -0.4976982634698512, -0.49769826346985163, 1.6700349428334738
42, -0.5265339750609352, -0.49769826346985163, 1.6700349428334738
43, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
44, -0.4976982634698512, -0.49769826346985163, abs(abs(1.6700349428334738))
45, -0.5418730963907737, -0.49769826346985163, 1.6700349428334738
46, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
47, -0.4976982634698512, -0.49769826346985163, abs(abs(abs(abs(1.6700349428334738))))
48, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
49, -0.4976982634698512, -0.49769826346985163, abs(1.6700349428334738)
Time taken: 245.913675714 s
