1608576975750[ 256, 256 ]
Genration, Average Fitness, Best Fitness, Best Individual.
0, -2.0471032421118416E12, -0.8378303136255422, cos(3.8389749242424713)
1, -1.7420497300543076, -0.7391682204357884, cos((X1  - X1 ))
2, -1.268339625581901, -0.7391682204357884, cos((X1  - X1 ))
3, -7.890715536250727, -0.7386199140560689, cos(abs((((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(tan(X2 )))) - (tan(-4.527259457101655) * abs(((X1  + X1 ) / cos(3.5893597694413835))))))) - cos((tan((tan(tan(sin(X2 ))) + sig(cos((1.2851755898598958 * X1 ))))) + (abs(abs((abs(X2 ) ^ (0.4444736430249341 * X1 )))) / (sin((sin(2.209904581458476) + abs(X2 ))) ^ (tan((X1  + X1 )) * sin(abs(3.2487565941029697))))))))))
4, -0.8400065552763664, -0.7384083454740504, cos(abs((((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(tan(X2 )))) - (tan(-4.527259457101655) * cos(X2 ))))) - cos((tan((tan(tan(sin(X2 ))) + sig(cos((1.2851755898598958 * X1 ))))) + (abs(abs((abs(X2 ) ^ (0.4444736430249341 * X1 )))) / (sin((sin(2.209904581458476) + abs(X2 ))) ^ (tan((X1  + X1 )) * sin(abs(3.2487565941029697))))))))))
5, -1.209379470348011, -0.7384083454740504, cos(abs((((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(tan(X2 )))) - (tan(-4.527259457101655) * cos(X2 ))))) - cos((tan((tan(tan(sin(X2 ))) + sig(cos((1.2851755898598958 * X1 ))))) + (abs(abs((abs(X2 ) ^ (0.4444736430249341 * X1 )))) / (sin((sin(2.209904581458476) + abs(X2 ))) ^ (tan((X1  + X1 )) * sin(abs(3.2487565941029697))))))))))
6, -0.8087859802762357, -0.7373092423146949, cos(abs((((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(tan(X2 )))) - (tan(-4.527259457101655) * cos(-4.527259457101655))))) - cos((tan((tan(tan(sin(X2 ))) + sig(cos((1.2851755898598958 * cos(abs(sin(-4.527259457101655)))))))) + (abs(abs((abs(X2 ) ^ (0.4444736430249341 * X1 )))) / (sin((sin(2.209904581458476) + abs(X2 ))) ^ (tan((X1  + X1 )) * sin(abs(3.2487565941029697))))))))))
7, -0.8794847007906711, -0.7373092423146949, cos(abs((((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264)))))) - (tan(-4.527259457101655) * cos(-4.527259457101655))))) - cos((tan((tan(tan(sin(X2 ))) + ((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(tan(X2 )))) - (tan(-4.527259457101655) * abs(((X1  + X1 ) / cos(3.5893597694413835))))))))) + (abs(abs((abs(X2 ) ^ (0.4444736430249341 * X1 )))) / (sin((sin(2.209904581458476) + abs(X2 ))) ^ (tan((X1  + X1 )) * sin(abs(3.2487565941029697))))))))))
8, -0.8242378294249959, -0.7373092423146949, cos(abs((((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(((sig(sin(-4.527259457101655)) / (X1  * X2 )) * sin(cos(4.015986899876264)))))) - (tan(-4.527259457101655) * cos(-4.527259457101655))))) - cos((tan((tan(tan(sin(X2 ))) + ((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / (tan(sig(abs(tan(X2 )))) - (tan(-4.527259457101655) * abs(((X1  + X1 ) / cos(3.5893597694413835))))))))) + (abs(abs((abs(X2 ) ^ (0.4444736430249341 * X1 )))) / (sin((sin(2.209904581458476) + abs(X2 ))) ^ (tan((X1  + X1 )) * sin(abs(3.2487565941029697))))))))))
9, -0.7793441004367441, -0.7373092423146949, cos(abs((((tan(abs(cos(abs(sin(-4.527259457101655))))) ^ sig(sin(-4.527259457101655))) / (tan((sin(-4.527259457101655) - ((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264))))) / sin(-4.527259457101655))) - cos((tan((tan(tan(sin(X2 ))) + sig(cos((1.2851755898598958 * X1 ))))) + (abs(abs((abs(((sig(X2 ) / (X1  * X2 )) * sin(cos(4.015986899876264)))) ^ (0.4444736430249341 * X1 )))) / (sin((sin(2.209904581458476) + abs(X2 ))) ^ (tan((X1  + X1 )) * sin((0.4444736430249341 * X1 ))))))))))
