1608573926862[ 128, 128 ]
Genration, Average Fitness, Best Fitness, Best Individual.
0, -1.4863186375956554E7, -0.7401004467912645, (sig((sig(2.1044935562669327) + X1 )) ^ 2.6270374215909262)
1, -53.64983371174187, -0.7401004467912645, (-3.4622810467558427 ^ (X2  - X2 ))
2, -0.8693599124134682, -0.7401004467912645, (sig(((X1  / X1 ) + X1 )) ^ 2.6270374215909262)
3, -0.8054425189041622, -0.7281109846421441, abs(2.1044935562669327)
4, -3675.590473265543, -0.7281109846421441, abs(2.1044935562669327)
5, -0.9201274953128674, -0.5060534757239974, abs(tan(0.3314931321968828))
6, -0.7261233771265105, -0.5060534757239974, abs(tan(0.3314931321968828))
7, -2.060565096749353, -0.5060534757239974, tan(0.3314931321968828)
8, -0.8305502579956654, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
9, -0.6433525194048427, -0.5060534757239974, abs(tan(0.3314931321968828))
10, -0.8122592681303056, -0.5060534757239974, tan(0.3314931321968828)
11, -0.5739025604104331, -0.5060534757239974, tan(0.3314931321968828)
12, -0.6704448029728995, -0.5060534757239974, tan(0.3314931321968828)
13, -0.7481487938614413, -0.5060534757239974, tan(0.3314931321968828)
14, -0.8112156613542807, -0.5060534757239974, abs(tan(0.3314931321968828))
15, -0.8953972607585312, -0.5060534757239974, tan(0.3314931321968828)
16, -0.8121139959014626, -0.5060534757239974, tan(0.3314931321968828)
17, -0.845444098742246, -0.5060534757239974, abs(tan(0.3314931321968828))
18, -0.7489018561797798, -0.5060534757239974, tan(0.3314931321968828)
19, -0.6695464684257177, -0.5060534757239974, tan(0.3314931321968828)
20, -0.6188842385476869, -0.5060534757239974, tan(0.3314931321968828)
21, -0.6990726070924244, -0.5060534757239974, abs(tan(0.3314931321968828))
22, -0.82944612293871, -0.5060534757239974, abs(tan(0.3314931321968828))
23, -0.6371147001321164, -0.5060534757239974, abs(tan(0.3314931321968828))
24, -0.6793473476245253, -0.5060534757239974, abs(tan(0.3314931321968828))
25, -0.574384203236093, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
26, -0.7161986683934991, -0.5060534757239974, tan(0.3314931321968828)
27, -0.667749799331354, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
28, -0.611385372281685, -0.5060534757239974, tan(0.3314931321968828)
29, -0.6858349886869404, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
30, -0.5892927461244739, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
31, -0.6523596136173135, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
32, -0.6831399850453945, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
33, -0.716615360115021, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
34, -0.6831399850453944, -0.5060534757239974, abs(tan(0.3314931321968828))
35, -0.7175389071847618, -0.5060534757239974, tan(0.3314931321968828)
36, -0.6347560670873874, -0.5060534757239974, tan(0.3314931321968828)
37, -0.7320055458290617, -0.5060534757239974, abs(abs(abs(tan(0.3314931321968828))))
38, -0.7624953727994565, -0.5060534757239974, abs(tan(0.3314931321968828))
39, -0.5739025604104332, -0.5060534757239974, abs(tan(0.3314931321968828))
40, -0.7001815676249555, -0.5060534757239974, tan(0.3314931321968828)
41, -0.7012251744009805, -0.5060534757239974, tan(0.3314931321968828)
42, -0.6381583069081413, -0.5060534757239974, tan(0.3314931321968828)
43, -0.6505629445229496, -0.5060534757239974, abs(tan(0.3314931321968828))
44, -0.6197825730948686, -0.5060534757239974, tan(0.3314931321968828)
45, -0.5979496772511043, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
46, -0.6677497993313541, -0.5060534757239974, abs(tan(0.3314931321968828))
47, -0.794927141093058, -0.5060534757239974, abs(tan(0.3314931321968828))
48, -0.6579836009378448, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
49, -0.6543015549405204, -0.5060534757239974, abs(abs(tan(0.3314931321968828)))
Time taken: 5.99915218 s
