1608572737357[ 64, 64 ]
Genration, Average Fitness, Best Fitness, Best Individual.
0, -3.979351258250267E12, -0.741967780384955, (sig(X2 ) ^ X1 )
1, -2.3932168749002285, -0.4992656314523063, ((-2.1629112540057207 ^ abs((sig(X2 ) ^ X1 ))) + -0.7275379024558495)
2, -0.9665922069432885, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sin(X2 ))) + -0.7275379024558495)
3, -0.8641491008269011, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sin(X2 ))) + -0.7275379024558495)
4, -0.7525030334454668, -0.4992656314523063, ((-2.1629112540057207 ^ sig(((-2.1629112540057207 ^ 0.9081708611079833) + -0.7275379024558495))) + -0.7275379024558495)
5, -0.758173334753258, -0.4992656314523063, ((-2.1629112540057207 ^ sig(0.9081708611079833)) + -0.7275379024558495)
6, -0.723036331318736, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sig(X2 ))) + -0.7275379024558495)
7, -1.2376066552416374, -0.4992656314523063, ((-2.1629112540057207 ^ sig((-2.1629112540057207 ^ X1 ))) + -0.7275379024558495)
8, -0.8363438225015662, -0.4992656314523063, ((-2.1629112540057207 ^ sig(((-2.1629112540057207 ^ 0.9081708611079833) + -0.7275379024558495))) + -0.7275379024558495)
9, -0.7119462789095016, -0.4992656314523063, ((-2.1629112540057207 ^ sig(-2.1629112540057207)) + -0.7275379024558495)
10, -0.775089211635204, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sig(sin((-2.1629112540057207 ^ 0.9081708611079833))))) + -0.7275379024558495)
11, -0.8057456587878694, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sig(tan((-2.1629112540057207 ^ sig((-2.1629112540057207 ^ X1 ))))))) + -0.7275379024558495)
12, -0.6653316249150534, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sig(sin(sig(((-2.1629112540057207 + -0.7275379024558495) + -0.7275379024558495)))))) + -0.7275379024558495)
13, -0.6636397268646096, -0.4992656314523063, ((-2.1629112540057207 ^ sig((-2.1629112540057207 ^ sig((((-2.1629112540057207 ^ sig(((-2.1629112540057207 ^ sig(0.9081708611079833)) ^ abs((sig(X2 ) ^ -0.7275379024558495))))) ^ X2 ) + -0.7275379024558495))))) + -0.7275379024558495)
14, -1.703560665414746E7, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sig(-2.1629112540057207))) + -0.7275379024558495)
15, -0.7872740476171671, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sig(sin((sig(sig(sin((-2.1629112540057207 ^ sig((sig(sin((X2  ^ sig((((-2.1629112540057207 ^ sig(sig(sin((1.9264934748850546 ^ sig((-2.1629112540057207 ^ -2.1629112540057207))))))) + -0.7275379024558495) + -0.7275379024558495))))) ^ -2.1629112540057207)))))) + -0.7275379024558495))))) + -0.7275379024558495)
16, -1.4829063603457169, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sin(((sig(sig(sin((1.9264934748850546 ^ sig((-2.1629112540057207 ^ -2.1629112540057207)))))) - sig(((-2.1629112540057207 + sig(sig(abs(X1 )))) + -0.7275379024558495))) + -0.7275379024558495)))) + -0.7275379024558495)
17, -0.5907467701710487, -0.4992656314523063, ((-2.1629112540057207 ^ sig(sig(sin(sig(sin((-2.1629112540057207 ^ sig((sig(sin((X2  ^ sig((((-2.1629112540057207 ^ sig(sig(sin((1.9264934748850546 ^ sig(((-2.1629112540057207 ^ (sig(sig(((-2.1629112540057207 ^ ((-2.1629112540057207 ^ sig(sin((-2.1629112540057207 ^ sig((sig(sin((X2  ^ sig((-2.1629112540057207 ^ X1 ))))) ^ -2.1629112540057207)))))) + -0.7275379024558495)) + -0.7275379024558495))) ^ X1 )) ^ -2.1629112540057207))))))) + -0.7275379024558495) + -0.7275379024558495))))) ^ -2.1629112540057207))))))))) + -0.7275379024558495)
18, -0.6354945895441528, -0.4884320726702987, ((2.2153258573191623 ^ sig(sig(sin(sig(((-2.1629112540057207 + -2.1629112540057207) + ((-2.1629112540057207 ^ -2.1629112540057207) + -0.7275379024558495))))))) + -0.7275379024558495)
19, -0.674634241665463, -0.4884320726702987, ((2.2153258573191623 ^ sig(sig(sin(sig(((-2.1629112540057207 + -2.1629112540057207) + ((-2.1629112540057207 ^ -2.1629112540057207) + -0.7275379024558495))))))) + -0.7275379024558495)
20, -0.6745411102596295, -0.4884320726702987, ((2.2153258573191623 ^ sig(-0.7275379024558495)) + -0.7275379024558495)
21, -0.6924857130355773, -0.4884320726702987, ((2.2153258573191623 ^ sig(sig(sig(sin((-2.1629112540057207 ^ sig((sig(sin((X2  ^ sig(2.2153258573191623)))) ^ -2.1629112540057207)))))))) + -0.7275379024558495)
